ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1G;2010-01-11;;01;JK1F3;81;20100111;0;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;946;206;97944;666;1J8FFN8W78;3028288
M1;2010-01-04;;01;ACA30(W);ACA30L-AWMGKW(3C);20100104;6;;AF;;5;1540;2070;2070;4320;1820;1690;01;1990;112;4;;;Toyota;5D RAV4 MPV 2.0-ACA30L-AWMGKW-4X4/256;;;RAV4;05;e6*01/116*0105*02;01;305;202;100436;936;JTMBH31V60;3053304
M1;2010-08-31;;01;ACBMY;FA6FD62E0220GGN1;20080104;0;5;AC;;5;1451;1980;1980;4560;1780;1450;01;1390;103;4;true;false;Volkswagen;GOLF Farmari (AC) 1390cm3;2;;GOLF;05;e1*01/116*0328*09;01;091;169;101830;003;WVWZZZ1KZ8;3058555
M1;2010-01-04;;01;E5C;A502;20100104;Y;;AC;;5;1655;2150;2150;4840;1790;1490;01;1980;110;4;true;;Saab;9-5 Farmari (AC) 1980cm3;;;9-5;05;e4*01/116*0096*05;01;153;251;143982;551;YS3EB59C38;3059968
M1;2010-01-12;;01;ACBSEX01;FM5FM5AH005SK0J20GGN;20100112;0;6;AC;;5;1412;2176;;4505;1794;1845;01;1595;75;4;false;;Volkswagen;CADDY LIFE Farmari (AC) 6ov 1595cm3;1;5;CADDY LIFE;05;e1*01/116*0252*16;01;710;198;125518;105;WV2ZZZ2KZ8;3061395
M1;2010-01-15;;01;AXB1A;01;20100115;8;;AA;;5;1260;1685;1685;4560;1730;1490;02;1240;66;4;true;;Fiat;LINEA Sedan (AA) 1240cm3;;;LINEA;05;e3*01/116*0260*00;02;889;129;94778;916;ZFA3230000;3069716
M1;2010-01-15;;01;AXB1A;01;20100115;8;;AA;;5;1260;1685;1685;4560;1730;1490;02;1240;66;4;true;;Fiat;LINEA Sedan (AA) 1240cm3;;;LINEA;05;e3*01/116*0260*00;02;598;129;151435;686;ZFA3230000;3069717
M1;2010-01-20;;01;AXB1A;01;20100120;8;;AA;;5;1260;1685;1685;4560;1730;1490;02;1240;66;4;true;;Fiat;LINEA Sedan (AA) 1240cm3;;;LINEA;05;e3*01/116*0260*00;02;091;129;216796;005;ZFA3230000;3069718
M1;2010-04-30;;01;AXF1B;05;20100430;6;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;075;167;78867;494;ZFA1980000;3069787
M1;2010-01-27;;01;AXB1A;01;20100127;8;4;AF;;5;1395;1830;1830;4340;1790;1500;02;1910;88;4;true;false;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1910cm3;;;BRAVO;05;e3*01/116*0248*00;02;398;139;157428;151;ZFA1980000;3069826
M1;2010-05-07;;01;ACBMRX0;FM6FM62Q017ST7GGS;20080527;8;4;AC;;5;1587;2140;2140;4870;1820;1537;02;1968;125;4;true;false;Volkswagen;PASSAT Farmari (AC) 4ov 1968cm3;1;6;PASSAT;05;e1*01/116*0307*14;02;398;169;241137;153;WVWZZZ3CZ8;3070437
M1G;2010-05-03;;01;;;20100503;8;4;AF;;7;2690;3300;3300;4950;1970;1910;02;4461;195;8;true;;Toyota;TOYOTA LAND CRUISER (200 SERIES) Monikäyttöajoneuvo (AF) 4ov 4461cm3 A;2;6;TOYOTA LAND CRUISER (200 SERIES);10;;02;491;270;215660;508;JTMHV05J20;3072285
M1;2010-01-25;;01;;4267241413;20100125;9;5;;;9;2700;3500;3500;5910;1990;2420;02;2460;100;5;true;false;Volkswagen;CRAFTER Umpikorinen (BB) 5ov 2460cm3;;;CRAFTER;05;;02;734;271;515571;242;WV1ZZZ2EZ8;3072947
M1;2010-01-08;;01;AXB1A;01;20100108;8;;AA;;5;1260;1685;1685;4560;1730;1490;02;1240;66;4;true;;Fiat;LINEA Sedan (AA) 1240cm3;;;LINEA;05;e3*01/116*0260*00;02;224;129;167618;036;ZFA3230000;3073555
M1;2010-01-14;;01;AXB1A;01;20100114;8;;AA;;5;1260;1685;1685;4560;1730;1490;02;1240;66;4;true;;Fiat;LINEA Sedan (AA) 1240cm3;;;LINEA;05;e3*01/116*0260*00;02;208;129;189463;681;ZFA3230000;3073557
M1;2010-02-12;;01;DTDAE;L;20100212;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;214;236;101727;388;1B3ACF6R48;3074271
M1;2010-02-08;;01;DTDAE;L;20100208;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;638;236;90127;071;1B3ACF6RX8;3074273
M1;2010-01-05;;01;DTDAE;L;20100105;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;740;236;157293;584;1B3ACF6R18;3074295
M1;2010-01-05;;01;DTDAE;L;20100105;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;091;236;104680;005;1B3ACF6R88;3074303
M1;2010-01-07;;01;DGJC9;86;20100107;6;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;631;250;129693;273;1D8GUE89X8;3074339
M1;2010-01-08;;01;AXBWAX11;QMAM62Q0190GG;20090831;2;;AF;;5;1646;2191;2191;4490;1780;1620;01;1980;147;4;true;;Seat;ALTEA 4 FREETRACK Monikäyttöajoneuvo (AF) 1980cm3;;;ALTEA 4 FREETRACK;05;e9*01/116*0050*18;01;905;223;88969;652;VSSZZZ5PZ8;3074797
M1G;2010-01-07;;01;;;20100107;8;4;AF;;7;2690;3300;3300;4950;1970;1910;02;4461;195;8;true;;Toyota;TOYOTA LAND CRUISER (200 SERIES) Monikäyttöajoneuvo (AF) 4ov 4461cm3 A;2;6;TOYOTA LAND CRUISER (200 SERIES);10;;02;205;270;253342;872;JTMHV05J40;3074956
M1G;2010-05-10;;01;;;20100510;8;4;AF;;7;2690;3300;3300;4950;1970;1910;02;4461;195;8;true;;Toyota;TOYOTA LAND CRUISER (200 SERIES) Monikäyttöajoneuvo (AF) 4ov 4461cm3 A;2;6;TOYOTA LAND CRUISER (200 SERIES);10;;02;091;270;155295;003;JTMHV05J60;3074959
M1G;2010-09-30;;01;XCASAQ1;QA69D052R4L907GGS7FS;20080105;8;4;AC;;7;2400;3120;3120;5209;1983;1747;02;2967;176;6;true;false;Audi;Q7 Farmari (AC) 4ov 2967cm3 A;2;6;Q7;05;e1*01/116*0350*08;02;434;260;127525;079;WAUZZZ4L98;3076769
M1;2010-01-28;;01;FN11;1A05A0JHGG5;20100128;Y;;AF;;5;1380;1920;1920;4520;1750;1500;02;1240;66;4;true;;Opel;ASTRA STATION WAGON Monikäyttöajoneuvo (AF) 1240cm3;;;ASTRA STATION WAGON;05;e1*01/116*0293*07;02;564;137;146800;906;W0L0AHL358;3077333
M1;2010-02-23;;01;AXF1B;05;20100223;6;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;638;167;107723;061;ZFA1980000;3078935
M1;2010-01-08;;01;AXF1B;05;20100108;8;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;405;167;30032;535;ZFA1980000;3078941
M1;2010-04-30;;01;AXF1B;05;20100430;6;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;609;167;52363;282;ZFA1980000;3078994
M1;2010-04-30;;01;AXF1B;05;20100430;6;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;BRAVO Monikäyttöajoneuvo (AF) 1360cm3;;;BRAVO;05;e3*01/116*0248*02;01;081;167;117993;196;ZFA1980000;3078995
M1;2010-01-29;;01;DTDAE;L;20100129;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;091;236;82335;003;1B3ACF6R68;3079394
M1;2010-02-19;;01;DGJC9;86;20100219;Y;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;399;250;237885;664;1D8GUE8948;3079410
M1;2010-01-13;;01;DGJC9;86;20100113;Y;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;092;250;138569;016;1D8GUE8968;3079411
M1G;2010-01-25;;01;JCE8M;8H25;20100125;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;257;270;213283;024;1J8HCE8M38;3079427
M1G;2010-03-01;;01;JCE8M;8H25;20100301;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;091;270;170907;001;1J8HCE8M58;3079433
M1G;2010-10-08;;01;;;20101008;2;5;AC;;5;2330;3030;3030;4900;1850;1870;02;3200;125;4;true;false;Mitsubishi;PAJERO Farmari (AC) 3200cm3;2;;PAJERO;05;;02;915;280;90072;788;JMBLYV98W8;3081011
M1;2010-01-15;;01;CCAMAF1;FAVW0010R8T60;20071220;Y;2;AD;;4;1650;2075;2075;4780;1854;1382;02;2698;140;6;true;false;Audi;A5 Coupé (AD) 2ov 2698cm3;3;;A5;05;e1*01/116*0430*04;02;231;179;106189;642;WAUZZZ8T08;3081219
M1;2010-06-09;;01;U00LL0;TZAAA500;20100609;0;4;AA;;5;1640;2140;;4883;1830;1504;02;2148;100;4;true;;Mercedes-Benz;E 200 CDI Sedan (AA) 4ov 2148cm3 A;2;5;E 200 CDI;05;e1*01/116*0183*18;02;272;173;101425;683;WDB2110071;3082422
M1;2010-02-11;;01;DTDAE;L;20100211;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Dodge;AVENGER Sedan (AA) 2730cm3;;;AVENGER;05;e11*01/116*0143*03;01;186;236;46226;044;1B3ACF6R98;3082485
M1;2010-01-28;;01;ALA30(WH);ALA30L-AWFGXW(1C);20100128;Y;;AF;;5;1670;2190;2190;4400;1860;1720;02;2230;130;4;true;;Toyota;RAV4 Monikäyttöajoneuvo (AF) 2230cm3;;;RAV4;05;e6*01/116*0105*02;02;049;185;90157;029;JTMBB31V50;3083352
M1;2010-01-27;;01;ALA30(WH);ALA30L-AWFGXW(1C);20100127;8;;AF;;5;1670;2190;2190;4400;1860;1720;02;2230;130;4;true;;Toyota;RAV4 Monikäyttöajoneuvo (AF) 2230cm3;;;RAV4;05;e6*01/116*0105*02;02;858;185;112295;043;JTMBB31V90;3083353
M1;2010-01-05;;01;ZNR20(R);ZNR11L-GRGEKW(1F);20080121;Y;4;AF;1;7;1460;2035;2035;4370;1770;1620;01;1794;95;4;false;false;Toyota;COROLLA VERSO Monikäyttöajoneuvo (AF) 1790cm3;2;5;COROLLA VERSO;05;e11*01/116*0222*05;01;609;179;167822;283;NMTER16R00;3084905
M1;2010-01-18;;01;ABBSWX01;NFM5FM52R02715;20100118;8;;AB;;5;1245;1685;1685;3990;1640;1500;02;1890;77;4;true;;Skoda;FABIA Viistoperä (AB) 1890cm3;;;FABIA;05;e11*01/116*0291*13;02;106;129;164654;058;TMBBG65J68;3085531
M1;2010-01-13;;01;893;6;20100113;2;;AC;;5;1770;2270;2270;4680;1870;1650;01;2260;191;4;true;;Mazda;CX-7 Farmari (AC) 2260cm3;;;CX-7;05;e11*01/116*0308*00;01;853;243;117995;203;JMZER89368;3086239
M1;2010-01-29;;01;BW56;BW5650??;20100129;8;4;AC;;5;1679;2280;2280;4823;1890;1547;01;2521;147;5;true;false;Volvo;V70 Farmari (AC) 4ov 2521cm3 A;2;6;V70;05;e9*01/116*0065*02;01;287;243;128911;643;YV1BW56508;3086582
M1;2010-04-30;;01;BW56;BW5650??;20100430;8;4;AC;;5;1679;2280;;4823;1890;1547;01;2521;147;5;true;;Volvo;V70 Farmari (AC) 4ov 2521cm3 A;2;6;V70;05;e9*01/116*0065*02;01;049;243;115196;023;YV1BW56508;3086587
M1;2010-02-15;;01;ZRE151(E);ZRE151L-AEGDKW(1B);20090618;6;;AA;;5;1320;1760;1760;4540;1760;1470;01;1590;91;4;;;Toyota;COROLLA Sedan (AA) 1590cm3;;;COROLLA;05;e11*01/116*0304*01;01;834;157;92436;313;JTNBV56E50;3087571
M1;2010-10-11;;01;ACBKPX0;FA6FA62E018S10GGS;20080909;5;4;AC;;5;1607;;2170;4870;1820;1537;02;1968;103;4;true;false;Volkswagen;PASSAT Farmari (AC) 4ov 1968cm3 A;2;6;PASSAT;05;e1*01/116*0307*14;02;091;174;100044;004;WVWZZZ3CZ8;3088162
M1;2010-01-08;;01;C5DF9;LD;20100108;6;4;AF;;7;2175;2775;;5143;1954;1750;02;2777;120;4;true;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 2777cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;02;743;247;125357;602;1A8HSH4938;3089847
M1;2010-06-08;;01;C5DF9;LD;20100608;2;4;AF;;7;2175;2775;;5143;1954;1750;02;2777;120;4;true;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 2777cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;02;285;247;148992;486;1A8HSH4998;3089848
M1;2010-01-05;;01;DGJC9;86;20100105;Y;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;545;250;123970;642;1D8GUE8928;3089866
M1;2010-02-05;;01;DGJC9;86;20100205;Y;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;543;250;146471;051;1D8GUE8928;3089867
M1;2010-02-05;;01;DGJC9;86;20100205;Y;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;638;250;171343;065;1D8GUE8948;3089868
M1;2010-04-14;;01;DGJC9;86;20100414;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;562;250;111579;353;1D8GUE8948;3089880
M1;2010-02-23;;01;DGJC9;86;20100223;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;233;250;223561;623;1D8GUE8968;3089881
M1;2010-03-12;;01;DGJC9;86;20100312;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;611;250;102289;071;1D8GUE8988;3089882
M1;2010-06-18;;01;DGJC9;86;20100618;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;049;250;86213;026;1D8GUE8988;3089884
M1;2010-01-29;;01;DGJC9;86;20100129;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;257;250;183286;024;1D8GUE8918;3089885
M1;2010-01-05;;01;DGJC9;86;20100105;3;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;NITRO Farmari (AC) 2770cm3;;;NITRO;05;e4*01/116*0122*02;02;091;250;48878;003;1D8GUE8908;3089889
M1;2010-05-19;;01;C5DF9;LD;20100519;6;4;AF;;7;2175;2775;;5143;1954;1750;02;2777;120;4;true;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 2777cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;02;535;247;162694;855;1A8HSH4978;3089904
M1;2010-01-08;;01;C5DF8;LHP;20100108;2;4;AF;;7;2100;2690;;5143;1954;1750;01;3778;142;6;false;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 3778cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;01;592;302;200517;419;1A8GSH4P08;3089921
M1;2010-01-22;;01;C5DF9;LD;20100122;2;4;AF;;7;2175;2775;;5143;1954;1750;02;2777;120;4;true;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 2777cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;02;305;247;224190;936;1A8HSH4918;3089934
M1;2010-01-05;;01;K1;Z;20100105;2;;AD;;4;1428;1760;1760;4400;1760;1330;01;2650;121;6;;;Hyundai;COUPE Coupé (AD) 2650cm3;;;COUPE;05;e11*98/14*0186*04;01;018;236;62448;075;KMHHN61FP7;3090758
M1;2010-06-18;;01;BBN8K;81;20100618;3;;AB;;5;1475;1930;1930;4420;1800;1540;01;2350;125;4;;;Dodge;CALIBER Viistoperä (AB) 2350cm3;;;CALIBER;05;e11*01/116*0142*05;01;091;179;84559;001;1B3HBN8K88;3092883
M1G;2010-05-05;;01;V2;DA;20010627;8;4;AF;1;5;1793;2380;2380;4500;1820;1675;02;1991;83;4;true;false;Hyundai;SANTA FE Monikäyttöajoneuvo (AF) 4ov 1991cm3;1;5;SANTA FE;05;e11*98/14*0162*02;02;980;202;232888;341;KMHSB81VP1;3093095
M1;2010-01-04;;01;F5G11A;M51AZ1;20100104;8;;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;140;190;145271;741;U6YJE55228;3093297
M1;2010-03-11;;01;F5G11A;M51AZ1;20100311;5;;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;698;190;78380;962;U6YJE55228;3093299
M1;2010-02-25;;01;F5G11A;M51AZ1;20100225;2;;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;061;190;105172;301;U6YJE55228;3093315
M1;2010-02-19;;01;F5G11A;M51AZ1;20100219;1;;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;609;190;108000;282;U6YJE55228;3093321
M1;2010-05-07;;01;F5G14A;M51AZ1;20100507;9;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;257;194;180609;028;U6YJE55258;3093322
M1;2010-01-12;;01;F5G14A;M51AZ1;20100112;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;091;194;33965;001;U6YJE55258;3093327
M1;2010-01-12;;01;F5G14A;M51AZ1;20100112;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;607;194;118510;837;U6YJE55258;3093329
M1;2010-01-04;;01;F5G14A;M51AZ1;20100104;5;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;445;194;72621;216;U6YJE55258;3093342
M1;2010-04-26;;01;F5G14A;M51AZ1;20090529;Y;5;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;false;false;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;205;194;134948;877;U6YJE55258;3093352
M1;2010-03-10;;01;F5G14A;M51AZ1;20090529;8;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;145;194;112207;608;U6YJE55258;3093364
M1;2010-01-08;;01;F5G14A;M51AZ1;20100108;2;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;286;194;129793;453;U6YJE55258;3093372
M1;2010-01-15;;01;F5G14A;M51AZ1;20100115;2;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;263;194;119234;747;U6YJE55258;3093375
M1;2010-05-17;;01;EX91;31;20040722;8;4;AC;;5;1690;2155;2155;4478;1739;1409;02;2993;150;6;false;false;BMW;330 D Farmari (AC) 4ov 2993cm3;1;6;330 D;05;E1*98/14*0097*15;02;272;182;243834;682;WBAEX91000;3095120
M1G;2010-12-22;;01;AA11;A01AAAAB5;20020304;Y;4;;;5;1856;2450;2450;4800;1810;1750;02;2170;85;4;true;false;Opel;FRONTERA  4ov 2170cm3;1;5;FRONTERA;05;e11*97/27*0097*01;02;425;235;225937;919;W0L06BG762;3095222
M1G;2010-01-28;;01;JK1F3;81;20100128;0;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 2350cm3;;;PATRIOT;05;e11*01/116*0142*05;01;858;206;121452;043;1J8FFN8W48;3095535
M1;2010-01-21;;01;ABBSWX01;NFM5FM52R02715;20100121;1;;AB;;5;1245;1685;1685;3990;1640;1500;02;1890;77;4;true;;Skoda;FABIA Viistoperä (AB) 1890cm3;;;FABIA;05;e11*01/116*0291*13;02;927;129;162159;037;TMBCG65J48;3096724
M1;2010-04-23;;01;C21S;MT;20100423;6;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;297;165;63255;701;JSAGYC21S0;3096889
M1;2010-04-30;;01;C21S;MT;20100430;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;638;165;234552;061;JSAGYC21S0;3096896
M1;2010-06-18;;01;C21S;MT;20100618;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;483;165;85921;862;JSAGYC21S0;3096901
M1;2010-02-11;;01;C21S;MT;20100211;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;106;165;106499;058;JSAGYC21S0;3096903
M1;2010-06-16;;01;C21S;MT;20100616;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;977;165;142204;841;JSAGYC21S0;3096904
M1;2010-04-30;;01;C21S;MT;20100430;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;444;165;109095;087;JSAGYC21S0;3096905
M1;2010-05-06;;01;C21S;MT;20100506;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;092;165;48267;016;JSAGYC21S0;3096906
M1;2010-04-30;;01;C21S;MT;20100430;2;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;444;165;62058;087;JSAGYC21S0;3096907
M1G;2010-01-27;;01;JK1F3;81;20100127;0;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 2350cm3;;;PATRIOT;05;e11*01/116*0142*05;01;049;206;97726;;1J8FFN8W28;3097640
M1G;2010-02-04;;01;JK1F3;81;20100204;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 2350cm3;;;PATRIOT;05;e11*01/116*0142*05;01;927;206;105154;031;1J8FFN8W68;3097641
M1G;2010-02-12;;01;JK1F3;81;20100212;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 2350cm3;;;PATRIOT;05;e11*01/116*0142*05;01;146;206;165765;829;1J8FFN8W88;3097642
M1G;2010-02-12;;01;JK1F3;81;20100107;5;5;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;false;false;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 2350cm3;;;PATRIOT;05;e11*01/116*0142*05;01;091;206;172574;001;1J8FFN8W18;3097643
M1;2010-06-09;;01;BBN8K;81;20100609;6;;AB;;5;1475;1930;1930;4420;1800;1540;01;2350;125;4;;;Dodge;CALIBER Viistoperä (AB) 2350cm3;;;CALIBER;05;e11*01/116*0142*05;01;286;179;124959;468;1B3HBN8K18;3097670
M1;2010-01-27;;01;B;NX;20100127;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;837;205;71919;332;KMHEU41CP8;3098335
