ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-21;;01;F5D11;M54AZ1;20090710;Y;4;AF;;5;1409;1920;1920;4475;1775;1565;02;1582;66;4;true;false;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;049;128;224324;027;KMHDB81TP8;3250276
M1;2010-04-21;;01;F8D22;M51AZ1;20100421;0;4;AF;;8;2282;3030;;5125;1920;1925;02;2497;125;4;true;;Hyundai;H-1 Monikäyttöajoneuvo (AF) 4ov 2497cm3;1;5;H-1;05;e4*01/116*0129*00;02;410;225;222499;411;KMHWH81JP8;3250285
M1;2010-05-31;;01;B5D11;M54AZ1;20100531;2;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;405;125;103092;534;KMHDB51TP8;3250293
M1;2010-06-04;;01;B5D11;M54AZ1;20100604;8;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;405;125;208521;533;KMHDB51TP8;3250296
M1;2010-03-22;;01;B5D21;A43AZ1;20100322;8;4;AF;;5;1373;1840;1840;4245;1775;1480;02;1582;84;4;true;false;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;i 30;05;e11*01/116*0313*06;02;286;155;156301;468;KMHDC51TP8;3250314
M1G;2010-01-29;;01;JCE8M;8H25;20100129;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;149;270;152315;102;1J8HCE8M28;3250351
M1;2010-06-17;;01;AE3D;H2;20100617;6;4;AA;;5;1910;2385;;5015;1880;1535;02;2987;160;6;true;;Chrysler;300C Sedan (AA) 4ov 2987cm3 A;2;5;300C;05;e11*01/116*0141*09;02;091;215;321056;009;1C3H8E3D78;3250358
M1;2010-01-27;;01;WD71;AB;20081001;0;2;AD;1;4;1645;2050;2050;4580;1782;1395;02;2993;210;6;true;false;BMW;335d Coupé (AD) 2ov 2993cm3 A;2;6;335d;05;e1*01/116*0346*07;02;927;177;105918;034;WBAWD71090;3250500
M1;2010-10-13;;01;F7D21;M61BZ1;20090529;Y;4;AF;;7;1657;2255;;4545;1820;1720;02;1991;103;4;true;;Kia;CARENS Monikäyttöajoneuvo (AF) 4ov 1991cm3;1;6;CARENS;05;e4*01/116*0114*03;02;418;165;168378;375;KNEFG52428;3250944
M1;2010-01-19;;01;F7D21;M61BZ1;20100119;Y;4;AF;;7;1657;2255;;4545;1820;1720;02;1991;103;4;true;;Kia;CARENS Monikäyttöajoneuvo (AF) 4ov 1991cm3;1;6;CARENS;05;e4*01/116*0114*03;02;895;165;134980;236;KNEFG52428;3250945
M1;2010-07-14;;01;F7D11;A51AZ1;20090617;Y;4;AF;;7;2189;2920;2920;4810;1985;1815;02;2902;136;4;true;false;Kia;CARNIVAL Monikäyttöajoneuvo (AF) 4ov 2902cm3 A;2;5;CARNIVAL;05;e4*01/116*0112*02;02;106;224;136330;058;KNEMB75438;3250962
M1;2010-03-23;;01;F5G14A;M51AZ1;20100323;6;4;AF;;5;1623;2140;;4350;1800;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*04;01;179;194;73872;414;U6YJE55259;3250969
M1;2010-05-21;;01;D8CFH;LH17;20100521;Y;4;AF;;7;1895;2480;;4888;1878;1745;02;1968;103;4;true;;Dodge;JOURNEY Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;JOURNEY;05;e11*01/116*0145*00;02;581;172;154955;397;3D4GGC7Y19;3251069
M1;2010-05-27;;01;D8CFH;LH17;20100527;Y;4;AF;;7;1895;2480;;4888;1878;1745;02;1968;103;4;true;;Dodge;JOURNEY Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;JOURNEY;05;e11*01/116*0145*00;02;560;172;113820;163;3D4GGC7Y39;3251070
M1;2010-03-26;;01;D8CFH;LH17;20100326;1;4;AF;;7;1895;2480;;4888;1878;1745;02;1968;103;4;true;;Dodge;JOURNEY Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;JOURNEY;05;e11*01/116*0145*00;02;405;172;147061;541;3D4GGC7Y79;3251084
M1;2010-06-11;;01;D8CFH;LH17;20100611;5;4;AF;;7;1895;2480;;4888;1878;1745;02;1968;103;4;true;;Dodge;JOURNEY Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;JOURNEY;05;e11*01/116*0145*00;02;936;172;192208;348;3D4GGC7Y29;3251086
M1;2010-06-09;;01;D8CFH;LH17;20100609;5;4;AF;;7;1895;2480;;4888;1878;1745;02;1968;103;4;true;;Dodge;JOURNEY Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;JOURNEY;05;e11*01/116*0145*00;02;609;172;216649;295;3D4GGC7Y49;3251087
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;049;120;54492;022;VF34C9HXC5;3251946
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;445;120;129841;216;VF34C9HXC5;3251947
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;790;120;75293;383;VF34C9HXC5;3251949
M1;2010-01-28;;01;4C9HX*;4C9HXC/1;20100128;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;297;120;132640;708;VF34C9HXC5;3251950
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;853;120;211762;205;VF34C9HXC5;3251951
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;320;120;84723;984;VF34C9HXC5;3251952
M1;2010-01-27;;01;4C9HX*;4C9HXC/1;20100127;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;205;120;93387;879;VF34C9HXC5;3251953
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;405;120;146621;536;VF34C9HXC5;3251954
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;297;120;147760;708;VF34C9HXC5;3251957
M1;2010-01-29;;01;4C5FW*;4C5FWC;20100129;6;;AB;;5;1362;1815;1815;4280;1830;1430;01;1590;88;4;;;Peugeot;308 Viistoperä (AB) 1590cm3;;;308;05;e2*01/116*0362*00;01;541;159;94682;756;VF34C5FWC5;3251977
M1;2010-05-31;;01;E;E01;20100531;Y;4;AF;;5;1490;1960;;4315;1783;1623;01;1997;104;4;false;;Nissan;QASHQAI Monikäyttöajoneuvo (AF) 4ov 1997cm3;1;6;QASHQAI;05;e11*01/116*0295*07;01;624;199;158560;492;SJNFBNJ10U;3253744
M1;2010-03-30;;01;F5D11;M54AZ1;20100330;Y;4;AF;;5;1517;1920;;4475;1775;1565;02;1582;66;4;true;;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;927;128;141033;031;KMHDB81TP8;3253788
M1;2010-02-05;;01;F8D22;M51AZ1;20100205;0;4;AF;;8;2282;3030;;5125;1920;1925;02;2497;125;4;true;;Hyundai;H-1 Monikäyttöajoneuvo (AF) 4ov 2497cm3;1;5;H-1;05;e4*01/116*0129*00;02;092;225;138273;014;KMHWH81JP9;3253796
M1;2010-06-11;;01;F8D22;M51AZ1;20100611;0;4;AF;;8;2282;3030;;5125;1920;1925;02;2497;125;4;true;;Hyundai;H-1 Monikäyttöajoneuvo (AF) 4ov 2497cm3;1;5;H-1;05;e4*01/116*0129*00;02;061;225;371901;301;KMHWH81JP9;3253797
M1;2010-03-22;;01;F8D22;M51AZ1;20100322;0;4;AF;;8;2282;3030;;5125;1920;1925;02;2497;125;4;true;;Hyundai;H-1 Monikäyttöajoneuvo (AF) 4ov 2497cm3;1;5;H-1;05;e4*01/116*0129*00;02;092;225;95834;014;KMHWH81JP9;3253798
M1;2010-01-28;;01;F8D22;M51AZ1;20100128;0;4;AF;;8;2282;3030;;5125;1920;1925;02;2497;125;4;true;;Hyundai;H-1 Monikäyttöajoneuvo (AF) 4ov 2497cm3;1;5;H-1;05;e4*01/116*0129*00;02;562;225;212301;353;KMHWH81JP9;3253800
M1G;2010-03-10;;01;JCE8M;8H25;20100310;8;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;GRAND CHEROKEE Monikäyttöajoneuvo (AF) 2980cm3;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;857;270;74524;712;1J8HCE8M38;3253952
M1;2010-03-23;;01;;;20060112;6;4;AC;;5;1675;2140;2140;4520;1820;1420;02;2990;170;6;true;false;BMW;330d Farmari (AC) 4ov 2990cm3;1;6;330d;05;;02;837;179;231046;335;WBAVU91080;3254120
M1;2010-01-29;;05;19R;6;20100129;2;4;AF;;7;1610;2250;;4565;1755;1665;02;1998;105;4;true;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;6;5;05;e13*01/116*0156*06;02;905;159;121468;651;JMZCR19R60;3254261
M1;2010-02-04;;01;135;2;20090720;2;2;AB;;5;1030;1455;2355;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;504;140;187470;076;JMZDE13520;3254267
M1;2010-02-10;;01;128;2;20090720;6;4;AA;;5;1355;1885;;4755;1795;1440;01;1798;88;4;false;;Mazda;6 Sedan (AA) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;047;159;152463;994;JMZGH12820;3254319
M1;2010-01-22;;01;12F;6;20090720;2;4;AA;;5;1370;1905;1905;4755;1795;1440;01;1999;108;4;false;false;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;153;166;128527;551;JMZGH12F60;3254328
M1;2010-01-04;;01;12F;6;20090720;9;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;285;166;40055;486;JMZGH12F60;3254336
M1;2010-02-15;;01;12F;6;20090720;6;4;AA;;5;1370;1905;1905;4755;1795;1440;01;1999;108;4;false;false;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;092;166;161133;016;JMZGH12F60;3254339
M1;2010-03-23;;01;12F;6;20100323;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;241;166;131466;953;JMZGH12F60;3254344
M1;2010-04-14;;01;12F;6;20100414;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;491;166;149499;517;JMZGH12F60;3254346
M1;2010-02-26;;01;12F;6;20090720;2;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;625;166;168488;861;JMZGH12F60;3254347
M1;2010-03-30;;01;12F;6;20100330;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;069;166;118170;858;JMZGH12F60;3254350
M1;2010-03-15;;01;12F;6;20100315;8;4;AA;;5;1370;1905;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Sedan (AA) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;091;166;63052;006;JMZGH12F60;3254354
M1;2010-06-18;;01;12L;6;20100618;6;4;AA;;5;1395;1930;;4755;1795;1440;01;2488;125;4;false;;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;273;192;182180;959;JMZGH12L60;3254383
M1;2010-10-21;;01;12L;6;20100617;8;4;AA;;5;1395;1930;1930;4755;1795;1440;01;2488;125;4;false;false;Mazda;6 Sedan (AA) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;240;192;54900;942;JMZGH12L60;3254385
M1;2010-02-17;;01;148;2;20090720;8;4;AB;;5;1395;1925;;4755;1795;1440;01;1798;88;4;false;;Mazda;6 Viistoperä (AB) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;286;162;76872;451;JMZGH14820;3254392
M1;2010-01-27;;01;148;2;20090720;8;4;AB;;5;1395;1925;;4755;1795;1440;01;1798;88;4;false;;Mazda;6 Viistoperä (AB) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;491;162;36650;511;JMZGH14820;3254393
M1;2010-01-21;;01;14F;7;20090422;2;4;AB;;5;1430;1975;;4755;1795;1440;01;1999;108;4;false;;Mazda;6 Viistoperä (AB) 4ov 1999cm3 A;2;5;6;05;e1*01/116*0448*02;01;564;182;139278;909;JMZGH14F70;3254439
M1;2010-01-29;;01;198;2;20090720;2;4;AC;;5;1420;1965;1965;4785;1795;1490;01;1798;88;4;false;false;Mazda;6 Farmari (AC) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;245;165;89277;042;JMZGH19820;3254471
M1;2010-01-13;;01;198;2;20090720;2;4;AC;;5;1420;1965;1965;4785;1795;1490;01;1798;88;4;false;false;Mazda;6 Farmari (AC) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;102;165;93384;327;JMZGH19820;3254474
M1;2010-01-29;;01;198;2;20090720;2;4;AC;;5;1420;1965;1965;4785;1795;1490;01;1798;88;4;false;false;Mazda;6 Farmari (AC) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;179;165;172950;405;JMZGH19820;3254478
M1;2010-03-19;;01;19F;6;20100319;8;4;AC;;5;1430;1970;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;684;171;98632;262;JMZGH19F60;3254568
M1;2010-06-08;;01;19F;6;20090608;9;4;AC;;5;1430;1970;1970;4785;1795;1490;01;1999;108;4;false;false;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;418;171;101048;375;JMZGH19F60;3254592
M1;2010-09-10;;01;19F;6;20090610;0;4;AC;;5;1430;1970;1970;4785;1795;1490;01;1999;108;4;false;false;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;680;171;120382;212;JMZGH19F60;3254597
M1;2010-03-29;;01;19F;6;20090720;2;4;AC;1;5;1430;1970;1970;4785;1795;1795;01;1999;108;4;false;false;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;858;171;194943;043;JMZGH19F60;3254617
M1;2010-02-17;;01;19F;7;20100217;8;4;AC;;5;1455;2020;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3 A;2;5;6;05;e1*01/116*0448*02;01;925;185;142859;742;JMZGH19F70;3254627
M1;2010-03-31;;01;19F;7;20100331;8;4;AC;;5;1455;2020;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3 A;2;5;6;05;e1*01/116*0448*02;01;398;185;143914;159;JMZGH19F70;3254682
M1;2010-01-29;;01;135;2;20090720;6;2;AB;;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;092;140;137419;013;JMZDE13520;3254697
M1;2010-04-28;;01;135;2;20090720;6;2;AB;;5;1030;1455;1455;3885;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;694;140;74224;117;JMZDE13520;3254699
M1;2010-01-08;;01;135;2;20090720;5;2;AB;;5;1030;1455;1455;3905;1695;1475;01;1498;76;4;false;false;Mazda;2 Viistoperä (AB) 2ov 1498cm3;1;5;2;05;e13*01/116*0254*02;01;837;140;72230;338;JMZDE13520;3254700
M1;2010-01-13;;01;128;2;20090720;0;4;AA;;5;1355;1885;1885;4755;1795;1440;01;1798;88;4;false;false;Mazda;6 Sedan (AA) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;092;159;101825;015;JMZGH12820;3254735
M1;2010-01-04;;01;148;2;20090720;2;4;AB;;5;1395;1925;1925;4755;1795;1440;01;1798;88;4;false;false;Mazda;6 Viistoperä (AB) 4ov 1798cm3;1;5;6;05;e1*01/116*0448*02;01;848;162;93957;826;JMZGH14820;3254757
M1;2010-03-10;;01;19F;6;20090720;2;4;AC;;5;1430;1970;1970;4785;1795;1490;01;1999;108;4;false;false;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;837;171;173682;335;JMZGH19F60;3254836
M1;2010-03-18;;01;19F;6;20100318;2;4;AC;;5;1430;1970;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;734;171;135206;255;JMZGH19F60;3254846
M1;2010-02-23;;01;19F;6;20100223;2;4;AC;;5;1430;1970;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3;1;6;6;05;e1*01/116*0448*02;01;092;171;109906;017;JMZGH19F60;3254847
M1;2010-03-25;;01;19F;7;20100325;6;4;AC;;5;1455;2020;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3 A;2;5;6;05;e1*01/116*0448*02;01;740;185;133295;577;JMZGH19F70;3254858
M1;2010-04-08;;01;19F;7;20100408;6;4;AC;;5;1455;2020;;4785;1795;1490;01;1999;108;4;false;;Mazda;6 Farmari (AC) 4ov 1999cm3 A;2;5;6;05;e1*01/116*0448*02;01;272;185;71556;671;JMZGH19F70;3254861
M1;2010-03-03;;01;19L;6;20100303;2;4;AC;;5;1455;2010;;4785;1795;1490;01;2488;125;4;false;;Mazda;6 Farmari (AC) 4ov 2488cm3;1;6;6;05;e1*01/116*0448*02;01;179;193;139816;403;JMZGH19L60;3254864
M1;2010-04-15;;01;AXC12;04C;20080930;1;4;AF;;5;1615;2060;2060;4783;1775;1623;02;1910;110;4;true;false;Fiat;CROMA Monikäyttöajoneuvo (AF) 4ov 1910cm3 A;2;6;CROMA;05;e3*01/116*0210*06;02;186;181;220029;044;ZFA1940000;3255011
M1;2010-04-29;;01;AXC1B;01C;20100429;2;4;AA;;5;1565;2040;;4661;1830;1422;02;1910;110;4;true;;Alfa Romeo;159 Sedan (AA) 4ov 1910cm3;1;6;159;05;e3*01/116*0212*15;02;905;157;97260;652;ZAR9390000;3255567
M1;2010-04-29;;01;AXC1B;01C;20100429;8;4;AA;;5;1565;2040;;4661;1830;1422;02;1910;110;4;true;;Alfa Romeo;159 Sedan (AA) 4ov 1910cm3;1;6;159;05;e3*01/116*0212*15;02;109;157;122588;135;ZAR9390000;3255568
M1;2010-03-12;;01;BXC1B;12E;20100312;0;4;AC;;5;1615;2090;;4661;1830;1452;02;1910;110;4;true;;Alfa Romeo;159 SPORTWAGON Farmari (AC) 4ov 1910cm3;1;6;159 SPORTWAGON;05;e3*01/116*0212*15;02;091;159;158857;006;ZAR9390000;3255634
M1G;2010-06-16;;01;C5D34;M52AZ1;20100616;1;4;AC;;5;1898;2570;;4675;1890;1795;02;2188;114;4;true;;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3;1;5;SANTA FE;05;e11*01/116*0270*05;02;091;190;171311;006;KMHSH81WP9;3255987
M1G;2010-06-16;;01;C5D54;A51AZ1;20100616;8;4;AC;;5;1928;2570;;4675;1890;1795;02;2188;114;4;true;;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3 A;2;5;SANTA FE;05;e11*01/116*0270*05;02;543;212;159934;052;KMHSH81WP9;3255993
M1G;2010-05-10;;01;C5D54;A51AZ1;20100510;8;4;AC;;5;1928;2570;;4675;1890;1795;02;2188;114;4;true;;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3 A;2;5;SANTA FE;05;e11*01/116*0270*05;02;075;212;158017;494;KMHSH81WP9;3255994
M1G;2010-01-08;;01;C5D34;M52AZ1;20100108;Y;4;AC;;5;1898;2570;2570;4675;1890;1795;02;2188;114;4;true;false;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3;1;5;SANTA FE;05;e11*01/116*0270*05;02;505;190;141080;046;KMHSH81WP9;3255996
M1G;2010-04-30;;01;C5D54;A51AZ1;20100430;Y;4;AC;;5;1928;2570;;4675;1890;1795;02;2188;114;4;true;;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3 A;2;5;SANTA FE;05;e11*01/116*0270*05;02;434;212;121297;079;KMHSH81WP9;3255997
M1G;2010-01-05;;01;C5D34;M52AZ1;20100105;8;4;AC;;5;1898;2570;;4675;1890;1795;02;2188;114;4;true;;Hyundai;SANTA FE Farmari (AC) 4ov 2188cm3;1;5;SANTA FE;05;e11*01/116*0270*05;02;500;190;136288;409;KMHSH81WP9;3256000
M1;2010-02-11;;01;H00LK0;JZAAA502;20090904;0;4;AA;;5;1560;2045;2045;4721;1782;1447;02;2148;100;4;true;false;Mercedes-Benz;C 200 CDI Sedan (AA) 4ov 2148cm3;1;6;C 200 CDI;05;e1*01/116*0431*07;02;233;160;164009;623;WDD2040071;3256104
M1;2010-03-30;;01;F5D41;M54AZ1;20100330;6;4;AF;;5;1419;1920;;4470;1790;1525;02;1582;84;4;true;;Kia;CEED Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;CEED;05;e4*01/116*0121*07;02;609;128;129983;286;U5YFF52429;3256945
M1;2010-02-19;;01;ACAGAF1;FM6B1002R8K607MB;20090515;6;4;AC;;5;1595;2090;2090;4851;1826;1446;02;1968;105;4;true;false;Audi;A4 Farmari (AC) 4ov 1968cm3;1;6;A4;05;e1*01/116*0430*07;02;698;143;222172;969;WAUZZZ8K89;3257081
M1;2010-03-03;;01;AACAVDX0;FM6FM62S022N0GGN1;20100129;6;4;AA;;5;1434;1930;;4653;1781;1474;01;1390;118;4;true;;Volkswagen;JETTA Sedan (AA) 4ov 1390cm3;1;6;JETTA;05;e1*01/116*0328*13;01;211;154;63978;362;WVWZZZ1KZ9;3257112
M1G;2010-01-04;;01;FF01;AB;20100104;0;4;AC;;5;2185;2790;;4854;1933;1776;02;2993;210;6;true;;BMW;X5 3.0sd Farmari (AC) 4ov 2993cm3 A;2;6;X5 3.0sd;05;e1*01/116*0420*04;02;980;216;202270;334;WBAFF01070;3257258
M1;2010-01-15;;01;D54V;MT;20100115;2;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;297;199;57698;707;JSAJTD54V0;3257562
M1;2010-01-15;;01;D54V;MT;20100115;2;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;762;199;60824;743;JSAJTD54V0;3257563
M1;2010-01-26;;01;D54V;MT;20100126;2;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;290;199;158638;889;JSAJTD54V0;3257564
M1;2010-01-28;;01;D54V;MT;20100128;2;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;992;199;112868;441;JSAJTD54V0;3257568
M1;2010-03-05;;01;D54V;MT;20090902;1;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;297;199;143411;733;JSAJTD54V0;3257574
M1;2010-06-08;;01;DB4V;AT;20100608;2;4;AC;;5;1752;2170;;4575;1880;1695;01;3195;171;6;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 3195cm3 A;2;5;GRAND VITARA;05;e4*01/116*0091*09;01;765;245;222546;886;JSAJTDB4V0;3257592
M1;2010-01-05;;01;D54V;MT;20100105;2;4;AC;;5;1608;2070;;4575;1880;1695;01;1995;103;4;false;;Suzuki;GRAND VITARA Farmari (AC) 4ov 1995cm3;1;5;GRAND VITARA;05;e4*01/116*0091*09;01;016;199;37625;174;JSAJTD54V0;3257597
M1;2010-01-04;;01;R80DL0;JZBBA400;20100104;9;3;AB;1;4;1505;1960;1960;4462;1733;1409;02;2148;90;4;true;false;Mercedes-Benz;CLC 200 CDI Viistoperä (AB) 3ov 2148cm3;1;6;CLC 200 CDI;05;e1*98/14*0159*20;02;837;152;167069;338;WDB2037071;3257725
M1;2010-01-15;;01;F5W;M603;20100115;8;4;AC;;5;1610;2100;;4670;1802;1543;02;1910;110;4;true;;Saab;9-3 Farmari (AC) 4ov 1910cm3;1;6;9-3;05;e4*01/116*0065*20;02;205;157;164580;882;YS3FF56W29;3258040
